>    -Z         1.818
   12.567341531897320        0.0000000000000000        1.8175991604346935     
   21.371403282926096       0.38132392114156272        1.8175991604346935     
   30.159288914070039       0.76264784228312543        1.8175991604346935     
   38.931620841601024        1.1439717634246882        1.8175991604346935     
   47.689016869112997        1.5252956845662509        1.8175991604346935     
   56.432089073228937        1.9066196057078135        1.8175991604346935     
   65.161442716163478        2.2879435268493764        1.8175991604346935     
   73.877675191470303        2.6692674479909391        1.8175991604346935     
   82.581375008989070        3.0505913691325017        1.8175991604346935     
   91.273120824634844        3.4319152902740644        1.8175991604346935     
   99.953480520249258        3.8132392114156271        1.8175991604346935     
   108.62301033826235        4.1945631325571897        1.8175991604346935     
   117.28225407540498        4.5758870536987528        1.8175991604346935     
   125.93174233916793        4.9572109748403150        1.8175991604346935     
   134.57199187013461        5.3385348959818781        1.8175991604346935     
   143.20350493272653        5.7198588171234404        1.8175991604346935     
   151.82676877629993        6.1011827382650035        1.8175991604346935     
   160.44225516792966        6.4825066594065666        1.8175991604346935     
   169.05041999761397        6.8638305805481288        1.8175991604346935     
   177.65170295604435        7.2451545016896919        1.8175991604346935     
   186.24652728451048        7.6264784228312541        1.8175991604346935     
   194.83529959595916        8.0078023439728163        1.8175991604346935     
   203.41840976570430        8.3891262651143794        1.8175991604346935     
   211.99623088979700        8.7704501862559425        1.8175991604346935     
   220.56911930861403        9.1517741073975056        1.8175991604346935     
   229.13741469281584        9.5330980285390687        1.8175991604346935     
   237.70144018846190        9.9144219496806301        1.8175991604346935     
   246.26150261775612        10.295745870822193        1.8175991604346935     
   254.81789273162778        10.677069791963756        1.8175991604346935     
   263.37088551013738        11.058393713105319        1.8175991604346935     
   271.92074050652900        11.439717634246881        1.8175991604346935     
   280.46770223063322        11.821041555388444        1.8175991604346935     
   289.01200056725423        12.202365476530007        1.8175991604346935     
   297.55385122515185        12.583689397671570        1.8175991604346935     
   306.09345621224742        12.965013318813133        1.8175991604346935     
   314.63100433274474        13.346337239954694        1.8175991604346935     
   323.16667170195575        13.727661161096258        1.8175991604346935     
   331.70062227475194        14.108985082237821        1.8175991604346935     
   340.23300838372825        14.490309003379384        1.8175991604346935     
   348.76397128335446        14.871632924520945        1.8175991604346935     
   357.29364169660124        15.252956845662508        1.8175991604346935     
   365.82214036076175        15.634280766804071        1.8175991604346935     
   374.34957856943197        16.015604687945633        1.8175991604346935     
   382.87605870787166        16.396928609087198        1.8175991604346935     
   391.40167477923012        16.778252530228759        1.8175991604346935     
   399.92651291938768        17.159576451370324        1.8175991604346935     
   408.45065189843052        17.540900372511885        1.8175991604346935     
   416.97416360703897        17.922224293653446        1.8175991604346935     
   425.49711352632994        18.303548214795011        1.8175991604346935     
   434.01956117993950        18.684872135936573        1.8175991604346935     
   442.54156056737423        19.066196057078137        1.8175991604346935     
   451.06316057788581        19.447519978219699        1.8175991604346935     
   459.58440538433524        19.828843899361260        1.8175991604346935     
   468.10533481671359        20.210167820502825        1.8175991604346935     
   476.62598471516770        20.591491741644386        1.8175991604346935     
   485.14638726254549        20.972815662785948        1.8175991604346935     
   493.66657129662650        21.354139583927513        1.8175991604346935     
   502.18656260233575        21.735463505069074        1.8175991604346935     
   510.70638418435681        22.116787426210639        1.8175991604346935     
   519.22605652065999        22.498111347352200        1.8175991604346935     
   527.74559779754736        22.879435268493761        1.8175991604346935     
   536.26502412688967        23.260759189635326        1.8175991604346935     
   544.78434974627953        23.642083110776888        1.8175991604346935     
   553.30358720288257        24.023407031918453        1.8175991604346935     
   561.82274752178409        24.404730953060014        1.8175991604346935     
   570.34184035966314        24.786054874201575        1.8175991604346935     
   578.86087414462997        25.167378795343140        1.8175991604346935     
   587.37985620306767        25.548702716484701        1.8175991604346935     
   595.89879287431279        25.930026637626266        1.8175991604346935     
   604.41768961399760        26.311350558767828        1.8175991604346935     
   612.93655108686062        26.692674479909389        1.8175991604346935     
   621.45538124980771        27.073998401050954        1.8175991604346935     
   629.97418342598064        27.455322322192515        1.8175991604346935     
   638.49296037056206        27.836646243334080        1.8175991604346935     
   647.01171432901174        28.217970164475641        1.8175991604346935     
   655.53044708840082        28.599294085617203        1.8175991604346935     
   664.04916002247046        28.980618006758768        1.8175991604346935     
   672.56785413101409        29.361941927900329        1.8175991604346935     
   681.08653007414318        29.743265849041890        1.8175991604346935     
   689.60518820196626        30.124589770183455        1.8175991604346935     
   698.12382858017384        30.505913691325016        1.8175991604346935     
   706.64245101199663        30.887237612466581        1.8175991604346935     
   715.16105505696748        31.268561533608143        1.8175991604346935     
   723.67964004689043        31.649885454749704        1.8175991604346935     
   732.19820509939541        32.031209375891265        1.8175991604346935     
   740.71674912942501        32.412533297032830        1.8175991604346935     
   749.23527085897888        32.793857218174395        1.8175991604346935     
   757.75376882541730        33.175181139315953        1.8175991604346935     
   766.27224138860197        33.556505060457518        1.8175991604346935     
   774.79068673713005        33.937828981599083        1.8175991604346935     
   783.30910289390067        34.319152902740647        1.8175991604346935     
   791.82748772123341        34.700476823882205        1.8175991604346935     
   800.34583892573460        35.081800745023770        1.8175991604346935     
   808.86415406310039        35.463124666165335        1.8175991604346935     
   817.38243054301699        35.844448587306893        1.8175991604346935     
   825.90066563431117        36.225772508448458        1.8175991604346935     
   834.41885647048434        36.607096429590023        1.8175991604346935     
