-71.38101788	-29.79310345	1
-71.38101788	-29.77961019	1
-71.38101788	-29.76611694	1
-71.38101788	-29.75262369	1
-71.38101788	-29.73913043	1
-71.38101788	-29.72563718	1
-71.38101788	-29.71214393	1
-71.38101788	-29.69865067	1
-71.36588721	-29.82008996	1
-71.36588721	-29.8065967	1
-71.36588721	-29.79310345	1
-71.36588721	-29.77961019	1
-71.36588721	-29.76611694	1
-71.36588721	-29.75262369	1
-71.36588721	-29.73913043	1
-71.36588721	-29.72563718	1
-71.36588721	-29.71214393	1
-71.36588721	-29.69865067	1
-71.36588721	-29.68515742	1
-71.36588721	-29.67166417	1
-71.35075653	-29.84707646	1
-71.35075653	-29.83358321	1
-71.35075653	-29.82008996	1
-71.35075653	-29.8065967	1
-71.35075653	-29.79310345	1
-71.35075653	-29.77961019	1
-71.35075653	-29.76611694	1
-71.35075653	-29.75262369	1
-71.35075653	-29.73913043	1
-71.35075653	-29.72563718	1
-71.35075653	-29.71214393	1
-71.35075653	-29.69865067	1
-71.35075653	-29.68515742	1
-71.35075653	-29.67166417	1
-71.35075653	-29.65817091	1
-71.33562586	-35.86506747	1
-71.33562586	-35.85157421	1
-71.33562586	-35.83808096	1
-71.33562586	-29.86056972	1
-71.33562586	-29.84707646	1
-71.33562586	-29.83358321	1
-71.33562586	-29.82008996	1
-71.33562586	-29.8065967	1
-71.33562586	-29.79310345	1
-71.33562586	-29.77961019	1
-71.33562586	-29.76611694	1
-71.33562586	-29.75262369	1
-71.33562586	-29.73913043	1
-71.33562586	-29.72563718	1
-71.33562586	-29.71214393	1
-71.33562586	-29.69865067	1
-71.33562586	-29.68515742	1
-71.33562586	-29.67166417	1
-71.33562586	-29.65817091	1
-71.33562586	-29.64467766	1
-71.32049519	-35.91904048	1
-71.32049519	-35.90554723	1
-71.32049519	-35.89205397	1
-71.32049519	-35.87856072	1
-71.32049519	-35.86506747	1
-71.32049519	-35.85157421	1
-71.32049519	-35.83808096	1
-71.32049519	-35.82458771	1
-71.32049519	-35.81109445	1
-71.32049519	-35.7976012	1
-71.32049519	-29.87406297	1
-71.32049519	-29.86056972	1
-71.32049519	-29.84707646	1
-71.32049519	-29.83358321	1
-71.32049519	-29.82008996	1
-71.32049519	-29.8065967	1
-71.32049519	-29.79310345	1
-71.32049519	-29.77961019	1
-71.32049519	-29.76611694	1
-71.32049519	-29.75262369	1
-71.32049519	-29.73913043	1
-71.32049519	-29.72563718	1
-71.32049519	-29.71214393	1
-71.32049519	-29.69865067	1
-71.32049519	-29.68515742	1
-71.32049519	-29.67166417	1
-71.32049519	-29.65817091	1
-71.32049519	-29.64467766	1
-71.32049519	-29.63118441	1
-71.30536451	-35.93253373	1
-71.30536451	-35.91904048	1
-71.30536451	-35.90554723	1
-71.30536451	-35.89205397	1
-71.30536451	-35.87856072	1
-71.30536451	-35.86506747	1
-71.30536451	-35.85157421	1
-71.30536451	-35.83808096	1
-71.30536451	-35.82458771	1
-71.30536451	-35.81109445	1
-71.30536451	-35.7976012	1
-71.30536451	-35.78410795	1
-71.30536451	-35.77061469	1
-71.30536451	-29.87406297	1
-71.30536451	-29.86056972	1
-71.30536451	-29.84707646	1
-71.30536451	-29.83358321	1
-71.30536451	-29.82008996	1
-71.30536451	-29.8065967	1
-71.30536451	-29.79310345	1
