-70.369	-29.834	1460	61.4	3.9	4	76
-70.369	-29.834	1460	19.32	3.3	3	76
-70.369	-29.834	1460	28.0	1.3	1	76
-70.379	-29.842	1386	76.9	3.9	4	76
-70.499	-29.854	1057	53.4	6.4	4	75
-70.499	-29.854	1057	14.83	4.3	3	75
-70.499	-29.854	1057	34.6	3.6	1	75
-70.519	-30.018	976	108.8	6.7	4	77
-70.519	-30.018	976	16.57	3.3	3	77
-70.631	-30.026	732	32.7	2.4	4	77
-70.631	-30.026	732	12.11	1.7	3	77
-70.631	-30.026	732	29.3	2.1	1	77
-70.734	-30.038	600	48.4	1.5	4	77
-71.066	-29.983	212	74.7	5.0	4	53
-71.066	-29.983	212	39.45	1.6	3	53
-71.239	-29.748	265	76.4	6.0	4	74
-70.976	-29.649	950	75.2	2.2	4	74
-70.976	-29.649	950	29.92	4.9	3	74
-70.666	-29.749	1875	15.51	1.9	3	75
-70.263	-29.977	1599	49.4	2.1	4	78
-70.263	-29.977	1599	20.29	5.9	3	78
-70.491	-30.164	1389	132.4	21.6	4	77
-70.491	-30.164	1389	26.29	2.3	3	77
-70.491	-30.164	1389	27.2	2.1	1	77
-70.388	-30.146	1552	52.5	19.3	4	77
-70.645	-30.217	2015	17.87	5.5	3	77
-70.645	-30.217	2015	30.3	1.5	1	77
-70.854	-29.413	740	48.4	3.7	4	74
-70.854	-29.413	740	33.81	1.7	3	74
-70.755	-29.451	1056	56.7	4.5	4	73
-70.755	-29.451	1056	29.62	4.7	3	73
-70.575	-29.462	2630	11.87	5.2	3	72
-70.575	-29.462	2630	35.1	2.0	1	72
-70.592	-29.451	2390	35.16	8.5	3	72
-70.592	-29.451	2390	38.1	1.6	4	72
-71.014	-28.972	610	80.5	5.4	4	74
-71.014	-28.972	610	55.50	8.4	3	74
-70.886	-29.052	861	65.0	6.5	4	69
-70.886	-29.052	861	47.05	9.0	3	69
-70.761	-29.103	1386	37.68	1.4	3	64
-70.654	-28.592	733	43.73	3.3	3	69
-70.461	-28.962	1285	13.25	0.1	3	64
-70.461	-28.962	1285	41.4	3.4	1	64
-70.347	-29.178	1885	30.9	4.5	4	70
-70.347	-29.178	1885	27.25	0.8	3	70
-70.347	-29.178	1885	35.0	5.0	1	70
-70.354	-29.322	2170	19.53	2.6	3	71
-70.302	-29.007	1690	63.6	1.9	4	70
-70.302	-29.007	1690	16.81	1.6	3	70
-70.302	-29.007	1690	26.7	2.7	1	70
-70.127	-29.074	1855	34.3	1.1	4	70
-70.543	-28.565	1121	37.52	3.4	3	64
-70.480	-28.595	2078	53.4	12.1	4	64
-70.480	-28.595	2078	51.77	1.6	3	64
-70.409	-28.376	1053	61.2	1.9	4	60
-70.493	-28.295	750	37.4	1.2	4	59
-70.493	-28.295	750	49.65	3.4	3	59
-70.724	-28.455	678	107.6	9.9	4	58
-70.949	-28.146	206	99.1	5.3	4	56
-71.089	-28.118	90	92.2	6.9	4	38
-70.422	-26.696	708	93.4	1.3	4	108
-70.340	-26.855	1075	84.1	3.0	4	108
-70.340	-26.855	1075	54.04	6.4	3	108
-70.090	-27.594	984	53.0	3.0	4	57
-70.090	-27.594	984	32.39	2.4	3	57
-69.768	-27.672	2436	32.5	2.4	4	60
-69.768	-27.672	2436	27.01	1.4	3	60
-69.806	-27.956	1704	50.5	5.8	4	61
-69.806	-27.956	1704	22.84	5.3	3	61
-69.844	-27.980	1578	59.3	8.1	4	61
-70.126	-27.822	918	53.4	2.0	4	59
-70.126	-27.822	918	30.25	4.3	3	59
-69.818	-28.186	1732	12.49	3.6	3	61
-69.760	-28.116	2386	150.8	28.5	4	61
-69.760	-28.116	2386	53.72	3.8	3	61
-69.775	-28.104	3416	132.8	10.6	4	61
-69.775	-28.104	3416	36.08	0.6	3	61
-69.785	-28.104	3641	135.7	27.2	4	61
-69.785	-28.104	3641	36.94	2.4	3	61
-70.131	-27.427	929	61.2	1.7	4	57
-70.131	-27.427	929	36.40	8.0	3	57
-69.967	-27.414	1363	49.1	1.5	4	57
-69.967	-27.414	1363	43.40	1.0	3	57
-69.679	-27.360	2728	35.50	0.4	3	57
-69.666	-27.375	2954	62.5	15.6	4	57
-69.677	-27.427	3128	72.7	8.5	4	57
-69.677	-27.427	3128	35.19	2.4	3	57
-69.655	-27.484	2739	24.74	0.6	3	57
-69.681	-27.481	2632	37.1	4.0	4	57
-70.411	-27.431	982	78.3	6.0	4	54
-70.365	-27.522	950	78.1	12.1	4	54
-69.952	-27.100	1724	40.92	6.0	3	57
-69.890	-26.813	1740	40.61	3.4	3	113
-69.852	-26.694	1764	46.7	1.6	4	113
-69.852	-26.694	1764	37.57	6.4	3	113
-69.718	-26.685	1966	20.81	3.1	3	113
-69.765	-27.119	1510	57.3	11.0	4	57
-69.667	-26.947	2708	50.0	5.7	4	113
-69.667	-26.947	2708	30.01	1.7	3	113
-70.356	-27.212	831	84.5	13.1	4	54
-70.356	-27.212	831	49.40	1.9	3	54
-70.374	-27.084	1423	83.5	2.2	4	54
-70.454	-26.946	800	103.7	4.1	4	108
-70.197	-26.809	1305	83.8	3.9	4	112
-70.197	-26.809	1305	20.98	7.3	3	112
-69.969	-26.850	2135	61.9	6.5	4	112
-69.984	-26.840	1952	65.8	0.8	4	112
-69.984	-26.840	1952	21.82	0.2	3	112
-69.786	-26.592	1784	44.4	1.0	4	113
-69.786	-26.592	1784	34.33	2.2	3	113
-69.665	-26.538	2338	39.4	3.0	4	113
-69.665	-26.538	2338	36.75	7.9	3	113
-70.356	-26.411	352	92.4	4.8	4	111
-70.434	-26.384	251	110.8	5.9	4	111
-70.001	-26.367	873	87.7	3.4	4	112
-69.749	-26.339	1336	32.70	1.1	3	112
-69.328	-26.458	2758	119.1	21.2	4	114
-69.328	-26.458	2758	36.78	4.3	3	114
-69.972	-24.098	1088	79.8	9.8	4	132
-69.972	-24.098	1088	48.91	6.5	3	132
-69.972	-24.098	1088	40.8	4.3	1	132
-69.271	-25.235	3817	76.4	4.6	4	121
-69.271	-25.235	3817	49.28	13.4	3	121
-69.271	-25.235	3817	54.1	5.4	1	121
-69.084	-25.380	4020	127.6	27.1	4	122
-69.084	-25.380	4020	64.42	2.9	3	122
