-70.369	-29.834	1460	61.37	3.89	4	1
-70.369	-29.834	1460	19.32	3.26	3	1
-70.369	-29.834	1460	28.00	1.30	1	1
-70.379	-29.842	1386	76.89	3.88	4	1
-70.499	-29.854	1057	53.40	6.45	4	1
-70.499	-29.854	1057	14.83	4.25	3	1
-70.499	-29.854	1057	34.60	3.60	1	1
-70.519	-30.018	976	108.84	6.71	4	1
-70.519	-30.018	976	16.57	3.27	3	1
-70.631	-30.026	732	32.72	2.38	4	1
-70.631	-30.026	732	12.11	1.71	3	1
-70.631	-30.026	732	29.30	2.10	1	1
-70.734	-30.038	600	48.36	1.54	4	1
-71.066	-29.983	212	74.68	4.96	4	1
-71.066	-29.983	212	39.45	1.63	3	1
-71.239	-29.748	265	76.37	5.98	4	1
-70.976	-29.649	950	75.20	2.22	4	1
-70.976	-29.649	950	29.92	4.86	3	1
-70.666	-29.749	1875	15.51	1.91	3	1
-70.263	-29.977	1599	49.39	2.07	4	1
-70.263	-29.977	1599	20.29	5.90	3	1
-70.491	-30.164	1389	132.43	21.61	4	1
-70.491	-30.164	1389	26.29	2.30	3	1
-70.491	-30.164	1389	27.20	2.10	1	1
-70.388	-30.146	1552	52.52	19.32	4	1
-70.645	-30.217	2015	17.87	5.53	3	1
-70.645	-30.217	2015	30.30	1.50	1	1
-70.854	-29.413	740	48.36	3.66	4	1
-70.854	-29.413	740	33.81	1.69	3	1
-70.755	-29.451	1056	56.75	4.46	4	1
-70.755	-29.451	1056	29.62	4.69	3	1
-70.575	-29.462	2630	11.87	5.21	3	1
-70.575	-29.462	2630	35.10	2.00	1	1
-70.592	-29.451	2390	35.16	8.52	3	1
-70.592	-29.451	2390	38.06	1.58	4	1
-71.014	-28.972	610	80.53	5.41	4	1
-71.014	-28.972	610	55.50	8.38	3	1
-70.886	-29.052	861	65.04	6.46	4	1
-70.886	-29.052	861	47.05	9.03	3	1
-70.761	-29.103	1386	37.68	1.40	3	1
-70.654	-28.592	733	43.73	3.31	3	1
-70.461	-28.962	1285	13.25	0.15	3	1
-70.461	-28.962	1285	41.40	3.40	1	1
-70.347	-29.178	1885	30.95	4.52	4	1
-70.347	-29.178	1885	27.25	0.83	3	1
-70.347	-29.178	1885	35.00	5.00	1	1
-70.354	-29.322	2170	19.53	2.60	3	1
-70.302	-29.007	1690	63.57	1.88	4	1
-70.302	-29.007	1690	16.81	1.65	3	1
-70.302	-29.007	1690	26.70	2.70	1	1
-70.127	-29.074	1855	34.26	1.09	4	1
-70.543	-28.565	1121	37.52	3.37	3	1
-70.480	-28.595	2078	53.42	12.15	4	1
-70.480	-28.595	2078	51.77	1.56	3	1
-70.409	-28.376	1053	61.18	1.86	4	1
-70.493	-28.295	750	37.44	1.24	4	1
-70.493	-28.295	750	49.65	3.35	3	1
-70.724	-28.455	678	107.64	9.90	4	1
-70.949	-28.146	206	99.09	5.25	4	1
-71.089	-28.118	90	92.18	6.95	4	1
-70.422	-26.696	708	93.37	1.27	4	1
-70.340	-26.855	1075	84.06	3.02	4	1
-70.340	-26.855	1075	54.04	6.41	3	1
-70.090	-27.594	984	52.96	3.00	4	1
-70.090	-27.594	984	32.39	2.43	3	1
-69.768	-27.672	2436	32.52	2.43	4	1
-69.768	-27.672	2436	27.01	1.37	3	1
-69.806	-27.956	1704	50.46	5.80	4	1
-69.806	-27.956	1704	22.84	5.33	3	1
-69.844	-27.980	1578	59.33	8.07	4	1
-70.126	-27.822	918	53.39	2.05	4	1
-70.126	-27.822	918	30.25	4.28	3	1
-69.818	-28.186	1732	12.49	3.65	3	1
-69.760	-28.116	2386	150.82	28.55	4	1
-69.760	-28.116	2386	53.72	3.82	3	1
-69.775	-28.104	3416	132.82	10.60	4	1
-69.775	-28.104	3416	36.08	0.60	3	1
-69.785	-28.104	3641	135.66	27.20	4	1
-69.785	-28.104	3641	36.94	2.35	3	1
-70.131	-27.427	929	61.20	1.70	4	1
-70.131	-27.427	929	36.40	8.02	3	1
-69.967	-27.414	1363	49.11	1.47	4	1
-69.967	-27.414	1363	43.40	1.02	3	1
-69.679	-27.360	2728	35.50	0.44	3	1
-69.666	-27.375	2954	62.54	15.56	4	1
-69.677	-27.427	3128	72.71	8.54	4	1
-69.677	-27.427	3128	35.19	2.40	3	1
-69.655	-27.484	2739	24.74	0.58	3	1
-69.681	-27.481	2632	37.13	3.99	4	1
-70.411	-27.431	982	78.34	6.04	4	1
-70.365	-27.522	950	78.07	12.08	4	1
-69.952	-27.100	1724	40.92	5.97	3	1
-69.890	-26.813	1740	40.61	3.44	3	1
-69.852	-26.694	1764	46.70	1.60	4	1
-69.852	-26.694	1764	37.57	6.38	3	1
-69.718	-26.685	1966	20.81	3.07	3	1
-69.765	-27.119	1510	57.30	10.95	4	1
-69.667	-26.947	2708	50.05	5.68	4	1
-69.667	-26.947	2708	30.01	1.65	3	1
-70.356	-27.212	831	84.46	13.14	4	1
-70.356	-27.212	831	49.40	1.87	3	1
-70.374	-27.084	1423	83.47	2.19	4	1
-70.454	-26.946	800	103.70	4.07	4	1
-70.197	-26.809	1305	83.77	3.92	4	1
-70.197	-26.809	1305	20.98	7.31	3	1
-69.969	-26.850	2135	61.86	6.46	4	1
-69.984	-26.840	1952	65.80	0.75	4	1
-69.984	-26.840	1952	21.82	0.21	3	1
-69.786	-26.592	1784	44.43	1.01	4	1
-69.786	-26.592	1784	34.33	2.19	3	1
-69.665	-26.538	2338	39.44	2.96	4	1
-69.665	-26.538	2338	36.75	7.94	3	1
-70.356	-26.411	352	92.37	4.77	4	1
-70.434	-26.384	251	110.82	5.89	4	1
-70.001	-26.367	873	87.69	3.44	4	1
-69.749	-26.339	1336	32.70	1.11	3	1
-69.328	-26.458	2758	119.12	21.16	4	1
-69.328	-26.458	2758	36.78	4.33	3	1
-69.972	-24.098	1088	79.79	9.81	4	1
-69.972	-24.098	1088	48.91	6.54	3	1
-69.972	-24.098	1088	40.80	4.30	1	1
-69.271	-25.235	3817	76.44	4.58	4	1
-69.271	-25.235	3817	49.28	13.44	3	1
-69.271	-25.235	3817	54.10	5.40	1	1
-69.084	-25.380	4020	127.61	27.10	4	1
-69.084	-25.380	4020	64.42	2.89	3	1
-69.084	-25.380	4020	48.90	2.80	1	1
-69.436	-25.746	2700	36.77	0.24	3	1
-69.436	-25.746	2700	35.90	5.00	1	1
-70.163	-25.781	1091	112.09	7.89	4	1
-70.163	-25.781	1091	16.50	0.99	3	1
-70.018	-25.942	1162	69.55	22.53	4	1
-69.577	-26.332	2604	32.10	3.33	3	1
-69.577	-26.332	2604	30.00	4.30	1	1
-69.612	-26.099	2007	31.10	3.32	3	1
-69.612	-26.099	2007	61.80	5.00	1	1
-69.445	-26.201	2804	33.12	3.92	4	1
-69.445	-26.201	2804	32.88	0.78	3	1
-69.438	-26.220	3166	60.18	7.41	4	1
-69.438	-26.220	3166	35.81	0.70	3	1
-69.438	-26.220	3166	33.50	2.40	1	1
-69.421	-26.242	3433	95.84	5.92	4	1
-69.421	-26.242	3433	37.20	2.44	3	1
-69.421	-26.242	3433	37.20	2.20	1	1
-69.415	-26.258	3762	109.67	10.23	4	1
-69.415	-26.258	3762	33.67	2.83	3	1
-69.415	-26.258	3762	50.80	2.30	1	1
-69.243	-26.156	3304	114.61	30.34	4	1
-69.243	-26.156	3304	30.49	0.31	3	1
-69.243	-26.156	3304	60.30	5.90	1	1
-69.066	-26.524	3614	112.37	36.29	4	1
-69.066	-26.524	3614	40.29	2.96	3	1
-69.856	-25.404	1716	57.95	4.63	4	1
-69.856	-25.404	1716	51.46	0.39	3	1
-69.856	-25.404	1716	51.20	6.70	1	1
-69.345	-24.825	2814	119.80	21.50	4	1
-69.345	-24.825	2814	53.88	7.57	3	1
-69.345	-24.825	2814	36.40	3.30	1	1
-69.181	-24.701	3625	30.09	1.97	3	1
-69.181	-24.701	3625	42.30	4.80	1	1
