-69.97787981	-29.0785837	717
>		718
-71.48955049	-29.20249181	719
-71.50263912	-29.07786096	720
>		721
-68.06837739	-29.06915005	722
-68.01186519	-29.20894338	723
>		724
-63.98815697	-29.21160044	725
-63.75972872	-29.04741763	726
>		727
-63.75972872	-29.04741763	728
-63.46705501	-29.16163176	729
>		730
-66.71541586	-29.04672363	731
-66.91798753	-29.41822544	732
>		733
-66.48341842	-29.0176942	734
-66.57847728	-29.03088812	735
>		736
-65.56789096	-29.44344261	737
-65.69281266	-28.98539637	738
>		739
-71.010756	-28.96625601	740
-71.259687	-29.41688502	741
>		742
-71.010756	-28.96625601	743
-70.83313596	-29.31123096	744
>		745
-68.75957627	-28.96251933	746
-68.80711167	-29.30799523	747
>		748
-68.7660911	-29.02743268	749
-68.75957627	-28.96251933	750
>		751
-69.61453704	-29.21312304	752
-69.103917	-28.94690898	753
>		754
-69.103917	-28.94690898	755
-69.13501092	-29.68867503	756
>		757
-68.38373551	-28.91147956	758
-68.02205744	-29.87278181	759
>		760
-71.50263912	-29.07786096	761
-71.518212	-28.90708101	762
>		763
-71.400096	-29.19896703	764
-71.27421709	-28.89461256	765
>		766
-66.3929989	-28.86302924	767
-66.48341842	-29.0176942	768
>		769
-66.60641818	-28.8621763	770
-66.57847728	-29.03088812	771
>		772
-65.45604647	-29.2232598	773
-65.46080539	-28.86158173	774
>		775
-66.25974908	-28.85113193	776
-66.3929989	-28.86302924	777
>		778
-71.25171881	-28.84021541	779
-71.50263912	-29.07786096	780
>		781
-71.27421709	-28.89461256	782
-71.25171881	-28.84021541	783
>		784
-70.46444916	-29.311812	785
-70.45091208	-28.82191203	786
>		787
-69.103917	-28.94690898	788
-68.855598	-28.81638702	789
>		790
-68.855598	-28.81638702	791
-68.75957627	-28.96251933	792
>		793
-68.6107168	-28.77998397	794
-68.75957627	-28.96251933	795
>		796
-68.6107168	-28.77998397	797
-68.38373551	-28.91147956	798
>		799
-66.78414285	-28.73127505	800
-66.71541586	-29.04672363	801
>		802
-70.45091208	-28.82191203	803
-70.37471808	-28.69952697	804
>		805
-69.97787981	-29.0785837	806
-70.37471808	-28.69952697	807
>		808
-65.69281266	-28.98539637	809
-65.71065862	-28.6939124	810
>		811
-65.95338165	-28.6900885	812
-66.25974908	-28.85113193	813
>		814
-66.60641818	-28.8621763	815
-66.35706904	-28.6821902	816
>		817
-67.45932504	-29.23281016	818
-67.47351214	-28.67951331	819
>		820
-71.518212	-28.90708101	821
-71.30160684	-28.67463819	822
>		823
-69.81706898	-28.64202794	824
-69.97768268	-29.078772	825
>		826
-70.73926308	-28.61206596	827
-71.010756	-28.96625601	828
>		829
-67.51991163	-28.57957594	830
-67.61984899	-28.60456028	831
>		832
-67.47351214	-28.67951331	833
-67.51991163	-28.57957594	834
>		835
-71.30160684	-28.67463819	836
-71.32336452	-28.57887621	837
>		838
-65.46080539	-28.86158173	839
-65.37990372	-28.56652857	840
>		841
-70.63846488	-28.56149298	842
-70.73926308	-28.61206596	843
>		844
-70.83313596	-29.31123096	845
-70.63846488	-28.56149298	846
>		847
-70.37471808	-28.69952697	848
-70.51385304	-28.554993	849
>		850
-70.51311945	-28.55464698	851
-70.51385304	-28.554993	852
>		853
-66.35706904	-28.6821902	854
-66.24876412	-28.52426194	855
>		856
-69.25540104	-28.52049402	857
-69.61453704	-29.21312304	858
>		859
-70.54950996	-28.51655301	860
-70.63846488	-28.56149298	861
>		862
-70.51385304	-28.554993	863
-70.54950996	-28.51655301	864
>		865
-68.6107168	-28.77998397	866
-68.55354044	-28.51435378	867
>		868
-71.25171881	-28.84021541	869
-71.11128312	-28.50066504	870
>		871
-70.73926308	-28.61206596	872
-71.11128312	-28.50066504	873
>		874
-67.61984899	-28.60456028	875
-67.68052525	-28.49391535	876
>		877
